Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q22021	ATPK_CAEEL	reviewed	Putative ATP synthase subunit f, mitochondrial	R53.4	Caenorhabditis elegans	153
P90921	ATPL1_CAEEL	reviewed	Probable ATP synthase subunit g 1, mitochondrial (ATPase subunit g 1)	asg-1 K07A12.3	Caenorhabditis elegans	131
Q18803	ATPL2_CAEEL	reviewed	Probable ATP synthase subunit g 2, mitochondrial (ATPase subunit g 2)	asg-2 C53B7.4	Caenorhabditis elegans	131
Q9U7E0	ATRX_CAEEL	reviewed	Transcriptional regulator ATRX homolog (EC 3.6.4.12) (ATP-dependent helicase xnp-1) (X-linked nuclear protein 1)	xnp-1 B0041.7	Caenorhabditis elegans	1359
Q22258	ATR_CAEEL	reviewed	Serine/threonine-protein kinase ATR (EC 2.7.11.1) (ATM-like protein 1) (Ataxia telangiectasia and Rad3-related protein homolog) (ATR homolog) (Ce-atl-1)	atl-1 T06E4.3	Caenorhabditis elegans	2531
Q11178	ATTF4_CAEEL	reviewed	AT hook-containing protein attf-4	attf-4 C05D10.1	Caenorhabditis elegans	529
O17850	ATX3_CAEEL	reviewed	Ataxin-3 homolog (EC 3.4.19.12) (Machado-Joseph disease-like protein)	atx-3 F28F8.6	Caenorhabditis elegans	317
P34426	AUP1_CAEEL	reviewed	Ancient ubiquitous protein 1 homolog	F44B9.5	Caenorhabditis elegans	390
Q3LRZ3	AXLP1_CAEEL	reviewed	Axin-like protein 1	axl-1 K02B12.4	Caenorhabditis elegans	400
Q03565	BAF1_CAEEL	reviewed	Barrier-to-autointegration factor 1	baf-1 B0464.7	Caenorhabditis elegans	89
O44739	BAG1_CAEEL	reviewed	BAG family molecular chaperone regulator 1	bag-1 F57B10.11	Caenorhabditis elegans	210
Q18825	BAR1_CAEEL	reviewed	Beta-catenin/armadillo-related protein 1 (Protruding vulva protein 1) (Suppressor of polyray 1)	bar-1 pvl-1 spy-1 C54D1.6	Caenorhabditis elegans	811
Q21209	BARD1_CAEEL	reviewed	BRCA1-associated RING domain protein 1 (BARD1) (Ce-BRD-1) (Cebrd-1) (EC 6.3.2.-)	brd-1 K04C2.4	Caenorhabditis elegans	702
P34324	BAT15_CAEEL	reviewed	BTB and MATH domain-containing protein 15 (Fragment)	bath-15 C08C3.2	Caenorhabditis elegans	273
P34371	BAT42_CAEEL	reviewed	BTB and MATH domain-containing protein 42	bath-42 C50C3.8	Caenorhabditis elegans	410
P41886	BAT41_CAEEL	reviewed	BTB and MATH domain-containing protein 41	bath-41 F37A4.9	Caenorhabditis elegans	418
P34568	BAT43_CAEEL	reviewed	BTB and MATH domain-containing protein 43 (HIB homolog)	bath-43 T16H12.5	Caenorhabditis elegans	451
Q9XV51	BAT45_CAEEL	reviewed	BTB and MATH domain-containing protein 45	bath-45 F29C12.5	Caenorhabditis elegans	468
P90846	BAT39_CAEEL	reviewed	BTB and MATH domain-containing protein 39	bath-39 F25H9.4	Caenorhabditis elegans	334
O76612	BAT47_CAEEL	reviewed	BTB and MATH domain-containing protein 47	bath-47 T07H3.1	Caenorhabditis elegans	706
Q20681	BAT38_CAEEL	reviewed	BTB and MATH domain-containing protein 38	bath-38 F52H3.3	Caenorhabditis elegans	387
Q9XUM6	BAT34_CAEEL	reviewed	BTB and MATH domain-containing protein 34	bath-34 W02A11.5	Caenorhabditis elegans	384
Q9XWB9	BAT36_CAEEL	reviewed	BTB and MATH domain-containing protein 36	bath-36 Y75B12B.4	Caenorhabditis elegans	320
Q9NF14	BAT40_CAEEL	reviewed	BTB and MATH domain-containing protein 40	bath-40 Y105E8B.4	Caenorhabditis elegans	402
Q5CZ52	BBS4_CAEEL	reviewed	Bardet-Biedl syndrome 4 protein homolog	F58A4.14	Caenorhabditis elegans	462
Q22460	BCA1_CAEEL	reviewed	Beta carbonic anhydrase 1 (EC 4.2.1.1)	bca-1 T13C5.5	Caenorhabditis elegans	270
P54688	BCAT_CAEEL	reviewed	Branched-chain-amino-acid aminotransferase, cytosolic (BCAT) (EC 2.6.1.42) (ECA39 protein)	bcat-1 eca-39 eca39 K02A4.1	Caenorhabditis elegans	415
Q23402	BCCIP_CAEEL	reviewed	Protein BCCIP homolog	ZK1127.4	Caenorhabditis elegans	349
Q09242	BCL7_CAEEL	reviewed	BCL7-like protein C28H8.1	C28H8.1	Caenorhabditis elegans	146
Q17528	BEST1_CAEEL	reviewed	Bestrophin homolog 1	best-1 B0564.3	Caenorhabditis elegans	450
Q17529	BEST2_CAEEL	reviewed	Bestrophin homolog 2	best-2 B0564.4	Caenorhabditis elegans	421
P34319	BEST5_CAEEL	reviewed	Bestrophin homolog 5	best-5 C07A9.8	Caenorhabditis elegans	453
Q17851	BEST6_CAEEL	reviewed	Bestrophin-6	best-6 C09B9.3	Caenorhabditis elegans	382
Q94175	BEST9_CAEEL	reviewed	Bestrophin homolog 9	best-9 C43G2.4	Caenorhabditis elegans	399
Q9U2R0	BIN3D_CAEEL	reviewed	Probable RNA methyltransferase Y17G7B.18 (EC 2.1.1.-)	Y17G7B.18	Caenorhabditis elegans	378
Q22616	BL1S1_CAEEL	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1)	blos-1 T20G5.10	Caenorhabditis elegans	129
Q95XD3	BL1S2_CAEEL	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)	blos-2 Y73B6BL.30	Caenorhabditis elegans	132
Q22756	BL1S4_CAEEL	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	blos-4 T24H7.4	Caenorhabditis elegans	106
Q18446	BL1S5_CAEEL	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 5 (BLOC-1 subunit 5) (Protein Muted homolog)	mutd-1 C34D4.13	Caenorhabditis elegans	131
O01822	BL1S6_CAEEL	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 6 (BLOC-1 subunit 6) (Pallid protein homolog)	glo-2 F57C9.3	Caenorhabditis elegans	106
Q09457	BLI1_CAEEL	reviewed	Cuticle collagen bli-1 (Blistered cuticle protein 1)	bli-1 C09G5.6	Caenorhabditis elegans	948
P51559	BLI4_CAEEL	reviewed	Endoprotease bli-4 (EC 3.4.21.-) (Blisterase) (Blistered cuticle protein 4)	bli-4 kpc-4 K04F10.4	Caenorhabditis elegans	943
Q93560	BLMP1_CAEEL	reviewed	B lymphocyte-induced maturation protein 1 homolog	blmp-1 F25D7.3	Caenorhabditis elegans	817
O18017	BLM_CAEEL	reviewed	Bloom syndrome protein homolog (EC 3.6.4.12) (High incidence of males protein 6) (RecQ helicase homolog)	him-6 T04A11.6	Caenorhabditis elegans	988
Q09969	BNIP3_CAEEL	reviewed	NIP3 homolog (CeBNIP3) (Daf-16/FOXO controlled germline tumor affecting)	dct-1 C14F5.1	Caenorhabditis elegans	221
Q19000	BODG_CAEEL	reviewed	Probable gamma-butyrobetaine dioxygenase (EC 1.14.11.1) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH) (Gamma-butyrobetaine,2-oxoglutarate dioxygenase)	gbh-1 D2089.5	Caenorhabditis elegans	421
Q9U2A9	BOP1_CAEEL	reviewed	Ribosome biogenesis protein BOP1 homolog	Y48B6A.1	Caenorhabditis elegans	674
Q95QN6	BRAP2_CAEEL	reviewed	BRCA1-associated protein homolog 2	brap-2 EEED8.16	Caenorhabditis elegans	590
P34537	BRE1_CAEEL	reviewed	E3 ubiquitin-protein ligase bre-1 (EC 6.3.2.-) (RING finger protein rfp-1)	rfp-1 bre-1 R05D3.4	Caenorhabditis elegans	837
Q03562	BRE3_CAEEL	reviewed	Beta-1,4-mannosyltransferase bre-3 (EC 2.4.1.-) (Bacillus thuringiensis toxin-resistant protein 3) (Bt toxin-resistant protein 3)	bre-3 B0464.4	Caenorhabditis elegans	455
Q95US5	BRE5_CAEEL	reviewed	Beta-1,3-galactosyltransferase bre-5 (EC 2.4.1.-) (Bacillus thuringiensis toxin-resistant protein 5) (Bt toxin-resistant protein 5)	bre-5 T12G3.8	Caenorhabditis elegans	322
Q6QMT2	BRE2_CAEEL	reviewed	Beta-1,3-galactosyltransferase bre-2 (EC 2.4.1.-) (Bacillus thuringiensis toxin-resistant protein 2) (Bt toxin-resistant protein 2)	bre-2 Y39E4B.9	Caenorhabditis elegans	359
Q9GUM2	BRE4_CAEEL	reviewed	Beta-1,4-N-acetylgalactosaminyltransferase bre-4 (EC 2.4.1.-) (Bacillus thuringiensis toxin-resistant protein 4) (Bt toxin-resistant protein 4) (Beta-4-GalNAcT)	bre-4 Y73E7A.7	Caenorhabditis elegans	383
Q22885	BROX_CAEEL	reviewed	BRO1 domain-containing protein BROX homolog	B0507.2	Caenorhabditis elegans	427
P34524	BRX1_CAEEL	reviewed	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2 homolog)	K12H4.3	Caenorhabditis elegans	352
O45435	BST13_CAEEL	reviewed	Bestrophin homolog 13	best-13 F32B6.9	Caenorhabditis elegans	413
O45363	BST12_CAEEL	reviewed	Bestrophin homolog 12	best-12 F14H3.2	Caenorhabditis elegans	434
Q21973	BST15_CAEEL	reviewed	Bestrophin homolog 15 (Bestrophin-1) (ceBest1)	best-15 R13.3	Caenorhabditis elegans	525
Q22566	BST17_CAEEL	reviewed	Bestrophin homolog 17	best-17 T19C3.1	Caenorhabditis elegans	501
P34577	BST18_CAEEL	reviewed	Bestrophin homolog 18	best-18 T20G5.4	Caenorhabditis elegans	456
Q19978	BST14_CAEEL	reviewed	Bestrophin homolog 14	best-14 F32G8.4	Caenorhabditis elegans	405
P34672	BST24_CAEEL	reviewed	Bestrophin homolog 24	best-24 ZK688.2	Caenorhabditis elegans	632
Q23369	BST22_CAEEL	reviewed	Bestrophin homolog 22	best-22 ZC518.1	Caenorhabditis elegans	499
O18304	BST26_CAEEL	reviewed	Bestrophin homolog 26	best-26 ZK849.5	Caenorhabditis elegans	411
O18303	BST25_CAEEL	reviewed	Bestrophin homolog 25	best-25 ZK849.4	Caenorhabditis elegans	602
Q9XWH8	BTB14_CAEEL	reviewed	BTB/POZ domain-containing protein Y57A10B.3	btb-14 Y57A10B.3	Caenorhabditis elegans	316
Q18885	BTF3_CAEEL	reviewed	Transcription factor BTF3 homolog (Inhibitor of cell death 1)	icd-1 C56C10.8	Caenorhabditis elegans	161
Q21776	BUB1_CAEEL	reviewed	Mitotic checkpoint serine/threonine-protein kinase BUB1 (EC 2.7.11.1) (Budding unhinhibited by benzimidazole 1)	bub-1 R06C7.8	Caenorhabditis elegans	987
P30640	BUD13_CAEEL	reviewed	BUD13 homolog	R08D7.1	Caenorhabditis elegans	458
P34313	BUD31_CAEEL	reviewed	Protein BUD31 homolog (Protein G10 homolog)	C07A9.2	Caenorhabditis elegans	147
Q20932	BYN1_CAEEL	reviewed	Cell adhesion protein byn-1	byn-1 F57B9.5	Caenorhabditis elegans	449
P46505	BZIP8_CAEEL	reviewed	bZIP transcription factor 8	zip-8 F23F12.9	Caenorhabditis elegans	176
Q27520	C13A1_CAEEL	reviewed	Putative cytochrome P450 CYP13A1 (EC 1.14.-.-)	cyp-13A1 cyp13a1 T10B9.8	Caenorhabditis elegans	519
Q27518	C13A2_CAEEL	reviewed	Putative cytochrome P450 CYP13A2 (EC 1.14.-.-)	cyp-13A2 cyp13a2 T10B9.7	Caenorhabditis elegans	515
Q27517	C13A3_CAEEL	reviewed	Putative cytochrome P450 CYP13A3 (EC 1.14.-.-)	cyp-13A3 cyp13a3 T10B9.5	Caenorhabditis elegans	520
Q27513	C13A4_CAEEL	reviewed	Putative cytochrome P450 CYP13A4 (EC 1.14.-.-)	cyp-13A4 cyp13a4 T10B9.1	Caenorhabditis elegans	520
Q27515	C13A6_CAEEL	reviewed	Putative cytochrome P450 CYP13A6 (EC 1.14.-.-)	cyp-13A6 cyp13a6 T10B9.3	Caenorhabditis elegans	518
Q27516	C13A8_CAEEL	reviewed	Putative cytochrome P450 CYP13A8 (EC 1.14.-.-)	cyp-13A8 cyp13a8 T10B9.4	Caenorhabditis elegans	509
Q27519	C13A7_CAEEL	reviewed	Putative cytochrome P450 CYP13A7 (EC 1.14.-.-)	cyp-13A7 cyp13a7 T10B9.10	Caenorhabditis elegans	518
Q27514	C13A5_CAEEL	reviewed	Putative cytochrome P450 CYP13A5 (EC 1.14.-.-)	cyp-13A5 cyp13a5 T10B9.2	Caenorhabditis elegans	520
O17624	C13B1_CAEEL	reviewed	Putative cytochrome P450 cyp-13B1 (EC 1.14.-.-)	cyp-13B1 F02C12.5	Caenorhabditis elegans	527
Q09653	C13AA_CAEEL	reviewed	Putative cytochrome P450 CYP13A10 (EC 1.14.-.-)	cyp-13A10 cyp13a10 ZK1320.4	Caenorhabditis elegans	519
O16216	C19L1_CAEEL	reviewed	CWF19-like protein 1 homolog	F17A9.2	Caenorhabditis elegans	533
Q10946	C19L2_CAEEL	reviewed	CWF19-like protein 2 homolog	B0361.2/B0361.1	Caenorhabditis elegans	460
Q18515	C1GLT_CAEEL	reviewed	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Core 1 O-glycan T-synthase) (Ce-T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)	C38H2.2	Caenorhabditis elegans	389
Q20027	C25HL_CAEEL	reviewed	Cholesterol 25-hydroxylase-like protein (EC 1.14.99.-)	F35C8.5	Caenorhabditis elegans	300
Q9U2M8	C2D1_CAEEL	reviewed	Coiled-coil and C2 domain-containing protein 1-like	Y37H9A.3	Caenorhabditis elegans	792
P90771	C36A1_CAEEL	reviewed	Probable cytochrome P450 CYP36A1 (EC 1.14.-.-)	cyp-36A1 cyp36a1 C34B7.3	Caenorhabditis elegans	493
P41956	C560_CAEEL	reviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	mev-1 cyt-1 T07C4.7	Caenorhabditis elegans	182
Q93249	CAB1_CAEEL	reviewed	Protein cab-1	cab-1 C23H4.1	Caenorhabditis elegans	425
P34616	CADH3_CAEEL	reviewed	Cadherin-3	cdh-3 ZK112.7	Caenorhabditis elegans	3343
Q19319	CADH4_CAEEL	reviewed	Cadherin-4	cdh-4 F25F2.2	Caenorhabditis elegans	4292
Q20781	CAH1_CAEEL	reviewed	Putative carbonic anhydrase-like protein 1	cah-1 F54D8.4	Caenorhabditis elegans	365
Q18932	CAH2_CAEEL	reviewed	Putative carbonic anhydrase-like protein 2	cah-2 D1022.8	Caenorhabditis elegans	337
Q10462	CAH5_CAEEL	reviewed	Putative carbonic anhydrase 5 (EC 4.2.1.1) (Carbonate dehydratase 5)	cah-5 R173.1	Caenorhabditis elegans	310
Q27504	CAH3_CAEEL	reviewed	Putative carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase 3)	cah-3 K05G3.3	Caenorhabditis elegans	246
P04630	CALL_CAEEL	reviewed	Calmodulin-like protein	cal-1 cmd-1 C13C12.1	Caenorhabditis elegans	161
O16305	CALM_CAEEL	reviewed	Calmodulin (CaM)	cmd-1 T21H3.3	Caenorhabditis elegans	149
P27798	CALR_CAEEL	reviewed	Calreticulin	crt-1 Y38A10A.5	Caenorhabditis elegans	395
P34652	CALX_CAEEL	reviewed	Calnexin (CeCNX-1)	cnx-1 ZK632.6	Caenorhabditis elegans	619
Q22036	CAN5_CAEEL	reviewed	Calpain-5 (EC 3.4.22.-) (Sex-determining transformer protein 3)	tra-3 clp-5 LLC1.1	Caenorhabditis elegans	648
G5ED41	CAND1_CAEEL	reviewed	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1)	cand-1 Y102A5A.1	Caenorhabditis elegans	1274
P34308	CAN_CAEEL	reviewed	Calpain clp-1 (EC 3.4.22.-)	clp-1 C06G4.2/C06G4.3	Caenorhabditis elegans	780
Q23658	CAPS_CAEEL	reviewed	Calcium-dependent secretion activator (Uncoordinated protein 31)	unc-31 ZK897.1	Caenorhabditis elegans	1378
P34686	CAPZB_CAEEL	reviewed	F-actin-capping protein subunit beta	cap-2 M106.5	Caenorhabditis elegans	270
P34685	CAPZA_CAEEL	reviewed	F-actin-capping protein subunit alpha	cap-1 D2024.6	Caenorhabditis elegans	282
Q8IA98	CASP_CAEEL	reviewed	Protein CASP	ceh-44 Y54F10AM.4	Caenorhabditis elegans	621
Q27487	CATA1_CAEEL	reviewed	Peroxisomal catalase 1 (EC 1.11.1.6)	ctl-2 cat cat-1 Y54G11A.5	Caenorhabditis elegans	500
O61235	CATA2_CAEEL	reviewed	Catalase-2 (EC 1.11.1.6)	ctl-1 cat-2 Y54G11A.6	Caenorhabditis elegans	497
G5EG14	CATIN_CAEEL	reviewed	Cactin	cacn-1 W03H9.4	Caenorhabditis elegans	657
Q94051	CAV1_CAEEL	reviewed	Caveolin-1	cav-1 T13F2.8	Caenorhabditis elegans	235
Q18879	CAV2_CAEEL	reviewed	Caveolin-2	cav-2 C56A3.7	Caenorhabditis elegans	351
P34545	CBP1_CAEEL	reviewed	Protein cbp-1 (EC 2.3.1.48)	cbp-1 R10E11.1	Caenorhabditis elegans	2017
O76373	CBPC1_CAEEL	reviewed	Cytosolic carboxypeptidase 1 (EC 3.4.17.-)	ccpp-1 F56H1.5	Caenorhabditis elegans	1015
Q09296	CBPC6_CAEEL	reviewed	Cytosolic carboxypeptidase 6 (EC 3.4.17.-) (ATP/GTP-binding protein-like 4 homolog) (CeAGBL4)	ccpp-6 EEED8.6	Caenorhabditis elegans	459
Q09651	CC130_CAEEL	reviewed	Coiled-coil domain-containing protein 130 homolog	ZK1307.9	Caenorhabditis elegans	369
Q09660	CC44_CAEEL	reviewed	Probable cytochrome P450 CYP44 (EC 1.14.-.-)	cyp-44A1 ccp-44 cyp44 ZK177.5	Caenorhabditis elegans	489
O01901	CCD53_CAEEL	reviewed	WASH complex subunit CCDC53 homolog (Daf-16-dependent longevity protein 1)	ddl-1 F59E12.10	Caenorhabditis elegans	189
P53703	CCHL_CAEEL	reviewed	Probable cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome-c-type synthase)	cchl-1 T06D8.6	Caenorhabditis elegans	280
P34638	CCNA1_CAEEL	reviewed	G2/mitotic-specific cyclin-A1	cya-1 ZK507.6	Caenorhabditis elegans	485
Q10653	CCNB1_CAEEL	reviewed	G2/mitotic-specific cyclin-B1	cyb-1 ZC168.4	Caenorhabditis elegans	361
Q10654	CCNB3_CAEEL	reviewed	G2/mitotic-specific cyclin-B3	cyb-3 cyb-2 T06E6.2	Caenorhabditis elegans	385
Q9TYP2	CCNC_CAEEL	reviewed	Cyclin-C	cic-1 H14E04.5	Caenorhabditis elegans	302
Q9U2M5	CCND_CAEEL	reviewed	G1/S-specific cyclin-D	cyd-1 Y38F1A.5	Caenorhabditis elegans	405
O01501	CCNE_CAEEL	reviewed	G1/S-specific cyclin-E	cye-1 C37A2.4	Caenorhabditis elegans	524
P34425	CCNT1_CAEEL	reviewed	Cyclin-T1.1	cit-1.1 F44B9.4	Caenorhabditis elegans	468
P34424	CCNT2_CAEEL	reviewed	Cyclin-T1.2	cit-1.2 F44B9.3	Caenorhabditis elegans	555
P34624	CCNY_CAEEL	reviewed	Cyclin-Y	cyy-1 ZK353.1	Caenorhabditis elegans	357
Q22695	CD5R1_CAEEL	reviewed	Cyclin-dependent kinase 5 activator 1 (p35)	cdka-1 T23F11.3	Caenorhabditis elegans	356
P81299	CDC14_CAEEL	reviewed	Probable tyrosine-protein phosphatase cdc-14 (EC 3.1.3.48) (Cell division cycle-related protein 14)	cdc-14 C17G10.4	Caenorhabditis elegans	1063
O02108	CDC37_CAEEL	reviewed	Probable Hsp90 co-chaperone cdc37 (Cell division cycle-related protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	cdc-37 W08F4.8	Caenorhabditis elegans	370
Q05062	CDC42_CAEEL	reviewed	Cell division control protein 42 homolog (CDC42Ce)	cdc-42 R07G3.1	Caenorhabditis elegans	191
Q9N5U5	CDC73_CAEEL	reviewed	Cell division cycle protein 73 (RNA polymerase-associated protein CDC73)	cdc-73 F35F11.1	Caenorhabditis elegans	517
Q95QW4	CDF1_CAEEL	reviewed	Cation diffusion facilitator family protein 1	cdf-1 C15B12.7	Caenorhabditis elegans	561
P46551	CDK12_CAEEL	reviewed	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division cycle 2-related protein kinase 7) (Cell division protein kinase 12)	cdk-12 cdtl-7 B0285.1/B0285.2	Caenorhabditis elegans	730
Q8I7M8	CDK17_CAEEL	reviewed	Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase)	pct-1 C07G1.3	Caenorhabditis elegans	667
P34556	CDK1_CAEEL	reviewed	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	cdk-1 ncc-1 T05G5.3	Caenorhabditis elegans	332
O61847	CDK2_CAEEL	reviewed	Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2)	cdk-2 K03E5.3	Caenorhabditis elegans	368
G5ECH7	CDK5_CAEEL	reviewed	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5)	cdk-5 T27E9.3	Caenorhabditis elegans	292
Q9XTR1	CDK4_CAEEL	reviewed	Cyclin-dependent kinase 4 homolog (CDK4/6) (EC 2.7.11.22) (Cell division protein kinase 4)	cdk-4 F18H3.5	Caenorhabditis elegans	406
G5EFV5	CDK7_CAEEL	reviewed	Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 7)	cdk-7 Y39G10AL.3	Caenorhabditis elegans	330
Q9TVL3	CDK9_CAEEL	reviewed	Probable cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 9)	cdk-9 H25P06.2	Caenorhabditis elegans	478
P90866	CDK8_CAEEL	reviewed	Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit cdk-8) (Mediator of RNA polymerase II transcription subunit cdk-8)	cdk-8 F39H11.3	Caenorhabditis elegans	588
Q8MXQ7	CDKAL_CAEEL	reviewed	Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDKAL1-like protein) (tRNA-t(6)A37 methylthiotransferase)	Y92H12BL.1	Caenorhabditis elegans	425
Q20893	CDO1_CAEEL	reviewed	Cysteine dioxygenase 1 (CDO) (EC 1.13.11.20)	cdo-1 F56F10.3	Caenorhabditis elegans	190
P53439	CDSA_CAEEL	reviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase)	cdgs-1 C33H5.18	Caenorhabditis elegans	465
P34618	CEC1_CAEEL	reviewed	Chromo domain-containing protein cec-1	cec-1 ZK1236.2	Caenorhabditis elegans	304
P45968	CEC3_CAEEL	reviewed	Chromo domain-containing protein cec-3	cec-3 T09A5.8	Caenorhabditis elegans	339
Q8STE5	CED12_CAEEL	reviewed	Cell death abnormality protein 12	ced-12 Y106G6E.5	Caenorhabditis elegans	731
P34641	CED11_CAEEL	reviewed	Protein ced-11 (Cell death protein 11)	ced-11 ZK512.3	Caenorhabditis elegans	1418
Q9XWD6	CED1_CAEEL	reviewed	Cell death abnormality protein 1	ced-1 Y47H9C.4	Caenorhabditis elegans	1111
Q9NHC3	CED2_CAEEL	reviewed	Cell death abnormality protein 2 (Cell-corpse engulfment protein CED-2)	ced-2 Y41D4B.13	Caenorhabditis elegans	279
P30429	CED4_CAEEL	reviewed	Cell death protein 4	ced-4 C35D10.9	Caenorhabditis elegans	571
P34358	CED7_CAEEL	reviewed	ABC transporter ced-7 (Cell death protein 7)	ced-7 C48B4.4	Caenorhabditis elegans	1704
O76337	CED6_CAEEL	reviewed	Cell death protein 6 (Candidate adapter protein ced-6)	ced-6 F56D2.7	Caenorhabditis elegans	492
P42573	CED3_CAEEL	reviewed	Cell death protein 3 (EC 3.4.22.-) [Cleaved into: Cell death protein 3 subunit 1; Cell death protein 3 subunit 2]	ced-3 C48D1.2	Caenorhabditis elegans	503
O17386	CED8_CAEEL	reviewed	Cell death abnormality protein 8	ced-8 F08F1.5	Caenorhabditis elegans	458
P41958	CED9_CAEEL	reviewed	Apoptosis regulator ced-9 (Cell death protein 9)	ced-9 T07C4.8	Caenorhabditis elegans	280
G5EBI4	CEEH1_CAEEL	reviewed	Epoxide hydrolase 1 (EC 3.3.2.10)	ceeh-1 K02F3.6	Caenorhabditis elegans	404
G5EDL5	CEEH2_CAEEL	reviewed	Epoxide hydrolase 2 (EC 3.3.2.10)	ceeh-2 K07C5.5	Caenorhabditis elegans	355
Q20646	CEP1_CAEEL	reviewed	Transcription factor cep-1 (C.elegans p53-like protein 1)	cep-1 F52B5.5	Caenorhabditis elegans	644
Q9TZI1	CERK_CAEEL	reviewed	Ceramide kinase 1 (EC 2.7.1.138)	T10B11.2	Caenorhabditis elegans	549
Q94126	CES2_CAEEL	reviewed	Cell death specification protein 2	ces-2 ZK909.4	Caenorhabditis elegans	211
Q10131	CEX1_CAEEL	reviewed	Calexcitin-1	cex-1 F56D1.6	Caenorhabditis elegans	204
P45961	CEX2_CAEEL	reviewed	Calexcitin-2	cex-2 T09A5.1	Caenorhabditis elegans	189
Q86D25	CFA20_CAEEL	reviewed	Cilia- and flagella-associated protein 20	C54C6.6	Caenorhabditis elegans	203
O02326	CFI1_CAEEL	reviewed	AT-rich interactive domain-containing protein cfi-1 (ARID domain-containing protein CFI-1)	cfi-1 T23D8.8	Caenorhabditis elegans	467
Q95YF3	CGH1_CAEEL	reviewed	ATP-dependent RNA helicase cgh-1 (EC 3.6.4.13) (Conserved germline helicase 1)	cgh-1 C07H6.5	Caenorhabditis elegans	430
P55216	CGL2_CAEEL	reviewed	Putative cystathionine gamma-lyase 2 (EC 4.4.1.1) (Gamma-cystathionase)	cth-2 ZK1127.10	Caenorhabditis elegans	392
Q18905	CGP1_CAEEL	reviewed	GTP-binding protein cgp-1	cgp-1 Y38C9A.2	Caenorhabditis elegans	613
O18037	CGT1_CAEEL	reviewed	Ceramide glucosyltransferase 1 (EC 2.4.1.80)	cgt-1 T06C12.10	Caenorhabditis elegans	466
G5EC84	CGT2_CAEEL	reviewed	Ceramide glucosyltransferase 2 (EC 2.4.1.80)	cgt-2 F20B4.6	Caenorhabditis elegans	443
Q21054	CGT3_CAEEL	reviewed	Ceramide glucosyltransferase 3 (EC 2.4.1.80)	cgt-3 F59G1.1	Caenorhabditis elegans	459
P50140	CH60_CAEEL	reviewed	Chaperonin homolog Hsp-60, mitochondrial (Heat shock protein 60) (HSP-60)	hsp-60 hsp60 Y22D7AL.5	Caenorhabditis elegans	568
Q22516	CHD3_CAEEL	reviewed	Chromodomain-helicase-DNA-binding protein 3 homolog (CHD-3) (EC 3.6.4.12)	chd-3 T14G8.1	Caenorhabditis elegans	1787
Q966L8	CHE1_CAEEL	reviewed	Transcription factor che-1 (Abnormal chemotaxis protein 1)	che-1 C55B7.12	Caenorhabditis elegans	279
