Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P45890	ARP6_DROME	reviewed	Actin-related protein 6 (dArp6) (Actin-like protein 13E)	Arp6 Acrp Actr13E Arp4 CG11678	Drosophila melanogaster (Fruit fly)	398
Q9VEC3	ARP5_DROME	reviewed	Actin-related protein 5	Arp5 CG7940	Drosophila melanogaster (Fruit fly)	648
Q9VX09	ARP8_DROME	reviewed	Actin-related protein 8	Arp8 CG7846	Drosophila melanogaster (Fruit fly)	607
Q9VIM5	ARPC2_DROME	reviewed	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	Arpc2 Arc-p34 CG10954	Drosophila melanogaster (Fruit fly)	301
P15372	ARRA_DROME	reviewed	Phosrestin-2 (Arrestin-1) (Arrestin-A) (Phosrestin II)	Arr1 ArrA CG5711	Drosophila melanogaster (Fruit fly)	364
P19107	ARRB_DROME	reviewed	Phosrestin-1 (49 kDa arrestin-like protein) (Arrestin-2) (Arrestin-B) (Phosrestin I)	Arr2 ArrB CG5962	Drosophila melanogaster (Fruit fly)	401
Q9V464	ASF1_DROME	reviewed	Histone chaperone asf1 (Anti-silencing function protein 1) (Replication-coupling assembly factor subunit ASF1) (RCAF subunit ASF1) (dASF1)	asf1 CG9383	Drosophila melanogaster (Fruit fly)	218
Q9VXT7	ASGL1_DROME	reviewed	Probable isoaspartyl peptidase/L-asparaginase CG7860 (EC 3.4.19.5) (EC 3.5.1.1) (Beta-aspartyl-peptidase CG7860) (Isoaspartyl dipeptidase CG7860) (L-asparagine amidohydrolase CG7860) [Cleaved into: Probable isoaspartyl peptidase/L-asparaginase CG7860 alpha chain; Probable isoaspartyl peptidase/L-asparaginase CG7860 beta chain]	CG7860	Drosophila melanogaster (Fruit fly)	332
Q9VW15	ASH1_DROME	reviewed	Histone-lysine N-methyltransferase ash1 (EC 2.1.1.43) (Absent small and homeotic disks protein 1) (Lysine N-methyltransferase 2H)	ash1 KMT2H CG8887	Drosophila melanogaster (Fruit fly)	2226
Q94545	ASH2_DROME	reviewed	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Absent, small, or homeotic discs protein 2)	ash2 CG6677	Drosophila melanogaster (Fruit fly)	556
Q7JWD3	ASNA_DROME	reviewed	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	CG1598	Drosophila melanogaster (Fruit fly)	336
Q5LJP9	ASND1_DROME	reviewed	Asparagine synthetase domain-containing protein CG17486	CG17486	Drosophila melanogaster (Fruit fly)	564
Q8MR45	ASPG1_DROME	reviewed	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827 (EC 3.5.1.26) (Aspartylglucosaminidase) (AGA) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain]	CG1827	Drosophila melanogaster (Fruit fly)	393
Q9W2C3	ASPG2_DROME	reviewed	L-asparaginase-like protein CG4372	CG4372	Drosophila melanogaster (Fruit fly)	397
Q9VC45	ASP_DROME	reviewed	Protein abnormal spindle	asp CG6875	Drosophila melanogaster (Fruit fly)	1954
O97069	ASSY_DROME	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	CG1315	Drosophila melanogaster (Fruit fly)	419
P09774	AST3_DROME	reviewed	Achaete-scute complex protein T3 (Protein lethal of scute) (Lethal of sc)	l(1)sc l'sc T3 CG3839	Drosophila melanogaster (Fruit fly)	257
P10084	AST4_DROME	reviewed	Achaete-scute complex protein T4 (Protein scute)	sc sis-b T4 CG3827	Drosophila melanogaster (Fruit fly)	345
P09775	AST8_DROME	reviewed	Achaete-scute complex protein T8 (Protein asense)	ase T8 CG3258	Drosophila melanogaster (Fruit fly)	486
P10083	AST5_DROME	reviewed	Achaete-scute complex protein T5 (Protein achaete)	ac T5 CG3796	Drosophila melanogaster (Fruit fly)	201
Q9VRJ8	ASTER_DROME	reviewed	Protein Asterix	CG10674	Drosophila melanogaster (Fruit fly)	108
Q9VPW1	ASTE_DROME	reviewed	Protein asteroid	ast CG4426	Drosophila melanogaster (Fruit fly)	854
Q9VEX5	ASUN_DROME	reviewed	Protein asunder (Cell cycle regulator Mat89Bb) (Maternal transcript 89Bb) (Set apart in position or space protein)	Asun Mat89Bb ovary2 CG6814	Drosophila melanogaster (Fruit fly)	689
Q9V727	ASX_DROME	reviewed	Polycomb protein Asx (Additional sex combs)	Asx CG8787	Drosophila melanogaster (Fruit fly)	1669
Q94516	AT5F1_DROME	reviewed	ATP synthase subunit b, mitochondrial (ATPase subunit b) (FO-ATP synthase subunit b)	ATPsyn-b ATPsyn-beta CG8189	Drosophila melanogaster (Fruit fly)	243
Q9VSY4	ATAT1_DROME	reviewed	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT 1) (TAT 1) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog 1)	CG3967	Drosophila melanogaster (Fruit fly)	461
Q9W5X9	ATAT2_DROME	reviewed	Alpha-tubulin N-acetyltransferase 2 (Alpha-TAT 2) (TAT 2) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog 2)	CG17003	Drosophila melanogaster (Fruit fly)	287
Q86P48	ATBP_DROME	reviewed	AT-rich binding protein ((A+T)-stretch binding protein)	ATbp CG17172	Drosophila melanogaster (Fruit fly)	388
P22700	ATC1_DROME	reviewed	Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type (EC 3.6.3.8) (Calcium ATPase at 60A) (Calcium pump)	Ca-P60A CG3725	Drosophila melanogaster (Fruit fly)	1020
O96539	ATE1_DROME	reviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1 CG9204	Drosophila melanogaster (Fruit fly)	484
Q9VHR6	ATG13_DROME	reviewed	Autophagy-related protein 13 homolog	Atg13 CG7331	Drosophila melanogaster (Fruit fly)	523
Q9W3R7	ATG5_DROME	reviewed	Autophagy protein 5 (APG5-like)	Atg5 CG1643	Drosophila melanogaster (Fruit fly)	269
Q9VC57	ATLAS_DROME	reviewed	Atlastin (EC 3.6.5.-)	atl CG6668	Drosophila melanogaster (Fruit fly)	541
Q5EAK6	ATM_DROME	reviewed	Serine/threonine-protein kinase ATM (EC 2.7.11.1) (Telomere fusion protein)	tefu atm CG6535	Drosophila melanogaster (Fruit fly)	2767
P13607	ATNA_DROME	reviewed	Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 3.6.3.9) (Sodium pump subunit alpha)	Atpalpha Na-p CG5670	Drosophila melanogaster (Fruit fly)	1041
P48987	ATO_DROME	reviewed	Protein atonal	ato CG7508	Drosophila melanogaster (Fruit fly)	312
Q24407	ATP5J_DROME	reviewed	ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)	ATPsyn-Cf6 CG4412	Drosophila melanogaster (Fruit fly)	106
Q24251	ATP5H_DROME	reviewed	ATP synthase subunit d, mitochondrial (ATPase subunit d)	ATPsyn-d CG6030	Drosophila melanogaster (Fruit fly)	178
P00850	ATP6_DROME	reviewed	ATP synthase subunit a (F-ATPase protein 6)	mt:ATPase6 ATP6 ATPase6	Drosophila melanogaster (Fruit fly)	224
P84345	ATP8_DROME	reviewed	ATP synthase protein 8 (A6L) (F-ATPase subunit 8)	mt:ATPase8 ATP8 ATPase8 Mtatp8	Drosophila melanogaster (Fruit fly)	53
P35381	ATPA_DROME	reviewed	ATP synthase subunit alpha, mitochondrial (Protein bellwether)	blw ATPSYN-ALPHA CG3612	Drosophila melanogaster (Fruit fly)	552
Q24046	ATPB1_DROME	reviewed	Sodium/potassium-transporting ATPase subunit beta-1 (Protein nervana 1) (Sodium/potassium-dependent ATPase subunit beta-1)	nrv1 CG9258	Drosophila melanogaster (Fruit fly)	309
Q24048	ATPB2_DROME	reviewed	Sodium/potassium-transporting ATPase subunit beta-2 (Protein nervana 2) (Sodium/potassium-dependent ATPase subunit beta-2)	nrv2 CG9261	Drosophila melanogaster (Fruit fly)	323
Q05825	ATPB_DROME	reviewed	ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)	ATPsyn-beta CG11154	Drosophila melanogaster (Fruit fly)	505
O01666	ATPG_DROME	reviewed	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	ATPsyn-gamma CG7610	Drosophila melanogaster (Fruit fly)	297
Q9W141	ATPK_DROME	reviewed	Putative ATP synthase subunit f, mitochondrial	CG4692	Drosophila melanogaster (Fruit fly)	107
Q24439	ATPO_DROME	reviewed	ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)	Oscp CG4307	Drosophila melanogaster (Fruit fly)	209
Q9VVN4	ATRIP_DROME	reviewed	ATR-interacting protein mus304 (Mutagen-sensitive protein 304)	mus304 CG7347	Drosophila melanogaster (Fruit fly)	846
Q9GQN5	ATRX_DROME	reviewed	Transcriptional regulator ATRX homolog (EC 3.6.4.12) (ATP-dependent helicase XNP) (X-linked nuclear protein) (d-xnp) (dXNP)	XNP CG4548	Drosophila melanogaster (Fruit fly)	1311
Q9VXG8	ATR_DROME	reviewed	Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein homolog) (ATR homolog) (dATR) (Meiotic protein 41)	mei-41 CG4252	Drosophila melanogaster (Fruit fly)	2517
P45884	ATTA_DROME	reviewed	Attacin-A	AttA CG10146	Drosophila melanogaster (Fruit fly)	224
Q95NH6	ATTC_DROME	reviewed	Attacin-C [Cleaved into: Immune-induced peptide 16 (DIM-16) (MPAC)]	AttC CG4740	Drosophila melanogaster (Fruit fly)	241
Q9V751	ATTB_DROME	reviewed	Attacin-B	AttB AttB1 CG18372	Drosophila melanogaster (Fruit fly)	218
Q94546	ATU_DROME	reviewed	Another transcription unit protein	Atu CG1433	Drosophila melanogaster (Fruit fly)	725
Q8SWR8	ATX2_DROME	reviewed	Ataxin-2 homolog (Datx2)	Atx2 CG5166	Drosophila melanogaster (Fruit fly)	1084
O76922	AUB_DROME	reviewed	Protein aubergine (Protein sting)	aub CG6137	Drosophila melanogaster (Fruit fly)	866
Q9VKN7	AURKB_DROME	reviewed	Aurora kinase B (EC 2.7.11.1) (IPL1/Aurora-like protein kinase) (Serine/threonine-protein kinase Ial) (Serine/threonine-protein kinase aurora-B)	ial CG6620	Drosophila melanogaster (Fruit fly)	329
Q8ML92	AVE_DROME	reviewed	Protein aveugle	ave CG30476	Drosophila melanogaster (Fruit fly)	106
Q8IRC7	AWH_DROME	reviewed	LIM/homeobox protein Awh (Protein arrowhead)	Awh CG1072	Drosophila melanogaster (Fruit fly)	275
Q9V407	AXN_DROME	reviewed	Axin (Axis inhibition protein) (d-Axin) (dAxin)	Axn CG7926	Drosophila melanogaster (Fruit fly)	745
Q9VLA1	B3G2S_DROME	reviewed	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase S (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase S) (Glucuronosyltransferase S) (GlcAT-S) (UDP-glucuronosyltransferase S) (DmGlcAT-BSI)	GlcAT-S GLCAT-BSI CG3881	Drosophila melanogaster (Fruit fly)	409
Q9VTG7	B3G2P_DROME	reviewed	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase P) (Glucuronosyltransferase P) (GlcAT-P) (UDP-glucuronosyltransferase P) (DmGlcAT-BSII)	GlcAT-P GLCAT-BSII CG6207	Drosophila melanogaster (Fruit fly)	479
O97422	B3GI_DROME	reviewed	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase I) (Glucuronosyltransferase I) (DmGlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)	GlcAT-I CG32775	Drosophila melanogaster (Fruit fly)	306
Q9W0K7	BAB1_DROME	reviewed	Protein bric-a-brac 1	bab1 bab CG9097	Drosophila melanogaster (Fruit fly)	977
Q9W0K4	BAB2_DROME	reviewed	Protein bric-a-brac 2	bab2 BtbII CG9102	Drosophila melanogaster (Fruit fly)	1067
Q9VLU0	BAF_DROME	reviewed	Barrier-to-autointegration factor	baf CG7380	Drosophila melanogaster (Fruit fly)	90
P22809	BAGP_DROME	reviewed	Homeobox protein bagpipe (Homeobox protein NK-3)	bap bgp NK3 CG7902	Drosophila melanogaster (Fruit fly)	382
P22745	BAM_DROME	reviewed	Protein bag-of-marbles	bam CG10422	Drosophila melanogaster (Fruit fly)	442
Q9VYG2	BAP60_DROME	reviewed	Brahma-associated protein of 60 kDa (BRM-associated protein 60)	Bap60 CG4303	Drosophila melanogaster (Fruit fly)	515
Q24256	BARH2_DROME	reviewed	Homeobox protein B-H2 (Homeobox protein BarH2)	B-H2 BarH2 CG5488	Drosophila melanogaster (Fruit fly)	645
Q24255	BARH1_DROME	reviewed	Homeobox protein B-H1 (Homeobox protein BarH1)	B-H1 barh1 CG5529	Drosophila melanogaster (Fruit fly)	544
A1Z8E9	BBS4_DROME	reviewed	Bardet-Biedl syndrome 4 protein homolog	BBS4 CG13232	Drosophila melanogaster (Fruit fly)	486
Q8SY41	BCAS3_DROME	reviewed	Breast carcinoma-amplified sequence 3 homolog (Protein rudhira) (DRudh)	rudhira CG43154	Drosophila melanogaster (Fruit fly)	1122
Q9VFR0	BCCIP_DROME	reviewed	Protein BCCIP homolog	CG9286	Drosophila melanogaster (Fruit fly)	297
P09081	BCD_DROME	reviewed	Homeotic protein bicoid (PRD-4)	bcd CG1034	Drosophila melanogaster (Fruit fly)	494
O46098	BCN92_DROME	reviewed	Protein bcn92	bcn92 CG3717	Drosophila melanogaster (Fruit fly)	92
Q961D9	BCL9_DROME	reviewed	Protein BCL9 homolog (Protein legless)	lgs BCL9 CG2041	Drosophila melanogaster (Fruit fly)	1469
Q9VCE1	BECN1_DROME	reviewed	Beclin-1-like protein (Autophagy protein 6-like) (APG6-like)	Atg6 CG5429	Drosophila melanogaster (Fruit fly)	422
Q9VVR4	BGBP2_DROME	reviewed	Gram-negative bacteria-binding protein 2	GNBP2 CG4144	Drosophila melanogaster (Fruit fly)	461
Q9NHB0	BGBP1_DROME	reviewed	Gram-negative bacteria-binding protein 1	GNBP1 CG6895	Drosophila melanogaster (Fruit fly)	494
Q9NHA8	BGBP3_DROME	reviewed	Gram-negative bacteria-binding protein 3	GNBP3 CG5008	Drosophila melanogaster (Fruit fly)	490
Q24040	BGB_DROME	reviewed	Protein big brother	Bgb CG7959	Drosophila melanogaster (Fruit fly)	213
Q9W1I2	BGCN_DROME	reviewed	Benign gonial cell neoplasm protein	bgcn b(2)gcn CG30170	Drosophila melanogaster (Fruit fly)	1215
Q9V3U0	BGML_DROME	reviewed	Long-chain-fatty-acid--CoA ligase bubblegum-like (EC 6.2.1.3)	CG4500	Drosophila melanogaster (Fruit fly)	681
Q9V3S9	BGM_DROME	reviewed	Very long-chain-fatty-acid--CoA ligase bubblegum (EC 6.2.1.-) (EC 6.2.1.3)	bgm CG4501	Drosophila melanogaster (Fruit fly)	666
Q9VSH3	BI1_DROME	reviewed	Probable Bax inhibitor 1 (BI-1)	CG7188	Drosophila melanogaster (Fruit fly)	245
P23645	BIB_DROME	reviewed	Neurogenic protein big brain	bib CG4722	Drosophila melanogaster (Fruit fly)	696
Q24009	BICC_DROME	reviewed	Protein bicaudal C	BicC CG4824	Drosophila melanogaster (Fruit fly)	905
P16568	BICD_DROME	reviewed	Protein bicaudal D	BicD CG6605	Drosophila melanogaster (Fruit fly)	782
Q8SWR2	BICRD_DROME	reviewed	Bicaudal D-related protein homolog (BICD-related protein homolog)	CG17365 CG32137	Drosophila melanogaster (Fruit fly)	620
A1Z9S1	BL1S1_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1)	blos1 CG30077	Drosophila melanogaster (Fruit fly)	147
Q9VTE0	BL1S2_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)	blos2 CG14145	Drosophila melanogaster (Fruit fly)	159
A8JNV4	BL1S3_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 3 (BLOC-1 subunit 3)	blos3 CG34255	Drosophila melanogaster (Fruit fly)	144
Q9VTC2	BL1S4_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	blos4 CG14149	Drosophila melanogaster (Fruit fly)	169
Q9VTM0	BL1S6_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 6 (BLOC-1 subunit 6) (Pallid protein homolog)	pallidin CG14133	Drosophila melanogaster (Fruit fly)	167
Q0KI28	BL1S5_DROME	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 5 (BLOC-1 subunit 5) (Protein Muted)	muted CG34131	Drosophila melanogaster (Fruit fly)	160
Q9VGI8	BLM_DROME	reviewed	Bloom syndrome protein homolog (Dmblm) (EC 3.6.4.12) (Bloom syndrome helicase ortholog) (Mutagen-sensitive protein 309) (RecQ helicase homolog)	Blm mus309 CG6920	Drosophila melanogaster (Fruit fly)	1487
Q9W138	BMT2_DROME	reviewed	Probable methyltransferase BTM2 homolog (EC 2.1.1.-)	CG3570	Drosophila melanogaster (Fruit fly)	302
P29746	BNB_DROME	reviewed	Protein bangles and beads	bnb CG7088	Drosophila melanogaster (Fruit fly)	442
Q9VZD2	BN3D3_DROME	reviewed	Probable RNA methyltransferase CG11342 (EC 2.1.1.-)	CG11342	Drosophila melanogaster (Fruit fly)	238
Q9VNH1	BN3D2_DROME	reviewed	Probable RNA methyltransferase CG1239 (EC 2.1.1.-)	CG1239	Drosophila melanogaster (Fruit fly)	300
Q7K480	BN3D1_DROME	reviewed	Probable RNA methyltransferase bin3 (EC 2.1.1.-) (Bicoid-interacting protein 3)	bin3 CG8276	Drosophila melanogaster (Fruit fly)	1367
Q9VZA4	BND7A_DROME	reviewed	Band 7 protein CG42540	CG42540	Drosophila melanogaster (Fruit fly)	505
P40794	BNK_DROME	reviewed	Protein bottleneck	bnk CG1480	Drosophila melanogaster (Fruit fly)	303
Q7K0Y1	BOP1_DROME	reviewed	Ribosome biogenesis protein BOP1 homolog	CG5033	Drosophila melanogaster (Fruit fly)	784
Q9VVR2	BORA_DROME	reviewed	Protein aurora borealis	bora CG6897	Drosophila melanogaster (Fruit fly)	539
Q9VLD6	BOREA_DROME	reviewed	Borealin (Aurora borealis protein) (Borealin-related)	borr CG4454	Drosophila melanogaster (Fruit fly)	315
P22815	BOSS_DROME	reviewed	Protein bride of sevenless	boss CG8285	Drosophila melanogaster (Fruit fly)	896
Q24207	BOULE_DROME	reviewed	Protein boule	bol CG4760	Drosophila melanogaster (Fruit fly)	228
Q9VNP5	BOYB_DROME	reviewed	Putative ATP-dependent RNA helicase BoYb (EC 3.6.4.13) (Brother of Yb)	BoYb CG11133	Drosophila melanogaster (Fruit fly)	1059
Q9VQU9	BOWEL_DROME	reviewed	Protein bowel (Brother of odd with entrails limited)	bowl CG10021	Drosophila melanogaster (Fruit fly)	744
Q8MQJ9	BRAT_DROME	reviewed	Brain tumor protein	brat CG10719	Drosophila melanogaster (Fruit fly)	1037
Q01295	BRC1_DROME	reviewed	Broad-complex core protein isoforms 1/2/3/4/5	br Br-C CG11491	Drosophila melanogaster (Fruit fly)	727
Q24206	BRC4_DROME	reviewed	Broad-complex core protein isoform 6	br Br-C CG11491	Drosophila melanogaster (Fruit fly)	880
Q9W157	BRCA2_DROME	reviewed	Breast cancer type 2 susceptibility protein homolog (dmbrca2)	Brca2 CG30169	Drosophila melanogaster (Fruit fly)	971
Q9VRP9	BRE1_DROME	reviewed	E3 ubiquitin-protein ligase Bre1 (EC 6.3.2.-) (dBre1)	Bre1 CG10542	Drosophila melanogaster (Fruit fly)	1044
P25439	BRM_DROME	reviewed	ATP-dependent helicase brm (EC 3.6.4.12) (Homeotic gene regulator) (Protein brahma)	brm CG5942	Drosophila melanogaster (Fruit fly)	1638
Q24157	BRN_DROME	reviewed	Beta-1,3-galactosyltransferase brn (EC 2.4.1.62) (Brainiac protein) (Neurogenic secreted-signaling protein brn)	brn CG4934	Drosophila melanogaster (Fruit fly)	325
P12428	BROWN_DROME	reviewed	Protein brown	bw CG17632	Drosophila melanogaster (Fruit fly)	675
Q24039	BRO_DROME	reviewed	Protein brother	Bro CG7960	Drosophila melanogaster (Fruit fly)	213
Q9VIL0	BRU_DROME	reviewed	Protein brunelleschi (NIK- and IKBKB-binding protein)	bru CG2478	Drosophila melanogaster (Fruit fly)	1320
Q9VZE6	BRX1_DROME	reviewed	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2 homolog)	CG11583	Drosophila melanogaster (Fruit fly)	359
Q9V3X4	BSCL2_DROME	reviewed	Seipin	Seipin CG9904	Drosophila melanogaster (Fruit fly)	370
P11929	BSG2_DROME	reviewed	Blastoderm-specific protein 25D	Bsg25D CG14025	Drosophila melanogaster (Fruit fly)	741
Q04787	BSH_DROME	reviewed	Brain-specific homeobox protein	bsh CG10604	Drosophila melanogaster (Fruit fly)	429
Q24266	BTD_DROME	reviewed	Transcription factor btd (Protein buttonhead)	btd CG12653	Drosophila melanogaster (Fruit fly)	644
P08630	BTKL_DROME	reviewed	Tyrosine-protein kinase Btk29A (EC 2.7.10.2) (Dsrc28C) (Dsrc29a)	Btk29A Src2 Src29A Tec29 CG8049	Drosophila melanogaster (Fruit fly)	786
Q9VYB0	BTHD_DROME	reviewed	Selenoprotein BthD (dSelM)	BthD CG11177	Drosophila melanogaster (Fruit fly)	249
Q24522	BUN1_DROME	reviewed	Protein bunched, class 1/class 3/D/E isoforms (Protein shortsighted)	bun shs CG42281	Drosophila melanogaster (Fruit fly)	219
Q24523	BUN2_DROME	reviewed	Protein bunched, class 2/F/G isoform (Protein shortsighted)	bun shs CG42281	Drosophila melanogaster (Fruit fly)	1331
Q9VD83	BURS_DROME	reviewed	Bursicon (Bursicon subunit alpha) (Cuticle-tanning hormone)	Burs burs-alpha CG13419	Drosophila melanogaster (Fruit fly)	173
P39736	BX42_DROME	reviewed	Puff-specific protein Bx42	Bx42 CG8264	Drosophila melanogaster (Fruit fly)	547
P55965	BYN_DROME	reviewed	T-related protein (Trp) (Protein brachyenteron)	byn trg CG7260	Drosophila melanogaster (Fruit fly)	697
P51406	BYS_DROME	reviewed	Bystin (Protein bys)	bys CG1430	Drosophila melanogaster (Fruit fly)	436
Q9VE00	C12A4_DROME	reviewed	Probable cytochrome P450 12a4, mitochondrial (EC 1.14.-.-) (CYPXIIA4)	Cyp12a4 CG6042	Drosophila melanogaster (Fruit fly)	536
Q9VE01	C12A5_DROME	reviewed	Probable cytochrome P450 12a5, mitochondrial (EC 1.14.-.-) (CYPXIIA5)	Cyp12a5 CG11821	Drosophila melanogaster (Fruit fly)	536
Q9V8M2	C12B2_DROME	reviewed	Probable cytochrome P450 12b2, mitochondrial (EC 1.14.-.-) (CYPXIIB2)	Cyp12b2 CG15077	Drosophila melanogaster (Fruit fly)	535
Q9VVR9	C12C1_DROME	reviewed	Probable cytochrome P450 12c1, mitochondrial (EC 1.14.-.-) (CYPXIIC1)	Cyp12c1 CG4120	Drosophila melanogaster (Fruit fly)	524
Q9VGZ0	C12E1_DROME	reviewed	Probable cytochrome P450 12e1, mitochondrial (EC 1.14.-.-) (CYPXIIE1)	Cyp12e1 CG14680	Drosophila melanogaster (Fruit fly)	522
Q9VYD1	C1716_DROME	reviewed	Probable histone-lysine N-methyltransferase CG1716 (EC 2.1.1.43)	Set2 CG1716	Drosophila melanogaster (Fruit fly)	2313
A1Z8J0	C19L1_DROME	reviewed	CWF19-like protein 1 homolog	CG7741	Drosophila melanogaster (Fruit fly)	545
Q9VXT5	C19L2_DROME	reviewed	CWF19-like protein 2 homolog	CG9213	Drosophila melanogaster (Fruit fly)	687
Q7K237	C1GLT_DROME	reviewed	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)	C1GalTA CG9520	Drosophila melanogaster (Fruit fly)	388
O96553	C1TC_DROME	reviewed	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	pug CG4067	Drosophila melanogaster (Fruit fly)	968
Q9VMT5	C28D1_DROME	reviewed	Probable cytochrome P450 28d1 (EC 1.14.-.-) (CYPXXVIIID1)	Cyp28d1 CG10833	Drosophila melanogaster (Fruit fly)	502
Q9VYT8	C28C1_DROME	reviewed	Probable cytochrome P450 28c1 (EC 1.14.-.-) (CYPXXVIIIC1)	Cyp28c1 CG1895	Drosophila melanogaster (Fruit fly)	505
